found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,gaia_bright_veto
JWST F115W,F115W_B10_0700550,150.37868710724402,2.1131390321217314,-8.995591163635254,745.1344604492188,24511.880859375,B10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A4_0340840,150.22179689103913,2.1720343764422663,-8.74582576751709,715.2171020507812,24224.4375,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B9_1183089,150.2860883682582,2.200339194501272,-8.688809394836426,703.392578125,24076.1796875,B9,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539938_0282134,150.1653987974578,1.5847036779334884,-5.681028366088867,29.162643432617188,23787.90625,101539938,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A5_0376955,150.3350190929527,2.0688916215232753,-8.777175903320312,715.4014892578125,23733.083984375,A5,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B9_1201169,150.33576890462828,2.2397024546237643,-8.752518653869629,686.6390380859375,23502.728515625,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A5_0374050,150.36586892375945,2.0315305366572196,-8.6151704788208,704.7488403320312,23379.6875,A5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0581616,150.14847236819918,1.791702017714104,-8.926249504089355,688.6737060546875,23314.25,A9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A1_0046257,149.83632113320206,2.2425965611021415,-8.630535125732422,655.1192626953125,23221.294921875,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1111152,150.17540129938212,2.2046309932839327,-8.775689125061035,669.5996704101562,23194.982421875,B8,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101545699_1646800,150.51634308135337,2.6119134917068174,-5.985081195831299,49.18354034423828,22931.26171875,101545699,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B3_0828662,150.2011209177632,2.461405667845471,-8.788549423217773,675.2919311523438,22866.654296875,B3,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101541380_0620565,150.6618659811185,1.7691895189973121,-6.066375732421875,54.879703521728516,22760.70703125,101541380,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A2_0137169,150.0098364934161,2.0864285920272616,-8.703328132629395,671.4481811523438,22743.08203125,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A5_0355012,150.35665425878085,1.9580426544461653,-8.746658325195312,685.4920043945312,22740.8515625,A5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0886960,150.38012784799523,2.376032647439201,-8.835803031921387,669.9249267578125,22614.541015625,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A10_0081485,150.32218287486486,1.7665891716933615,-8.739057540893555,665.7462158203125,22509.15234375,A10,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A9_0635744,150.27827147569957,1.948355282587037,-8.634099006652832,662.2852783203125,22420.900390625,A9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B9_1174705,150.34684734338592,2.1384960328558407,-8.899352073669434,650.0655517578125,22250.869140625,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B6_0993071,149.94830452756972,2.3177198257426674,-8.736197471618652,660.2664184570312,22165.12890625,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A10_0083555,150.28283434220137,1.7893099374713652,-8.85649585723877,654.8262329101562,22139.943359375,A10,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A3_0212652,150.0511517896471,2.047148915072014,-8.782588958740234,641.9515991210938,22109.689453125,A3,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101545698_1602860,150.2556114024415,2.6398074178669697,-5.575687885284424,34.94754409790039,21905.466796875,101545698,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B1_0691018,150.0593039997924,2.6282609868990607,-8.803162574768066,654.0595703125,21882.341796875,B1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1153467,149.70757241886662,2.2733335774951176,-5.309628963470459,24.747873306274414,21819.515625,101544256,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0018892,149.8081982403513,2.166307958035516,-8.42713737487793,611.1486206054688,21662.716796875,A1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1155001,149.70076942700584,2.2825094975922853,-5.340354919433594,24.550830841064453,21645.7890625,101544256,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541375_0484700,149.68706336563878,1.874161481878833,-5.337640762329102,27.681644439697266,21574.2734375,101541375,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A10_0086876,150.25384334496584,1.810641520976585,-8.709964752197266,635.7771606445312,21495.884765625,A10,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A2_0182295,150.0441201336425,2.178931316778897,-8.632965087890625,631.8032836914062,21400.2421875,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0462502,149.85703143045433,1.909402030695031,-8.650278091430664,632.6570434570312,21386.4609375,A7,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_B10_0728074,150.479599408907,2.242488456038642,-8.493313789367676,646.8238525390625,21277.86328125,B10,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544258_1263267,150.22696658940407,2.268120221697121,-5.540279388427734,29.457317352294922,21191.37109375,101544258,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B2_0777128,150.03465977733913,2.544032817903085,-8.584465980529785,631.3759765625,21167.041015625,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B6_1017302,149.86597177308184,2.435642708053401,-8.67961311340332,621.6312255859375,20868.146484375,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1042664,150.03454975233618,2.2397019546483454,-8.617280006408691,614.5176391601562,20864.98828125,B7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0061338,149.79509351599984,2.3154923580720794,-8.553242683410645,583.7236938476562,20690.615234375,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0530458,150.03310011602613,1.8677795871327711,-8.494858741760254,612.9215087890625,20594.345703125,A8,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A10_0102935,150.26220709095426,1.8687533284661175,-8.894683837890625,606.228759765625,20496.841796875,A10,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B9_1214090,150.30627811724537,2.2998780339003857,-8.541119575500488,598.3779907226562,20481.671875,B9,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A2_0146823,149.9826838910544,2.1364405353883207,-8.77562427520752,603.9058227539062,20455.30859375,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0062764,149.9132463793052,2.274859785384757,-8.734082221984863,576.5454711914062,20436.17578125,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B1_0660761,150.01465337937495,2.5276941074475703,-8.68128776550293,610.3532104492188,20420.09375,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A10_0112925,150.25829987652875,1.9227217085895965,-8.58039665222168,602.5928955078125,20373.912109375,A10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0230888,150.03598730120612,2.128417942251482,-8.51905632019043,589.1524658203125,20291.21484375,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0429676,149.7981988282308,2.0330576911871368,-8.594586372375488,595.4865112304688,20188.74609375,A6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0431721,149.83590486449455,2.0350437360605427,-8.494465827941895,592.128173828125,20074.888671875,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B1_0677261,149.91466951497563,2.6087964406567523,-8.662035942077637,598.8046264648438,20033.720703125,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B10_0733930,150.44462248880635,2.2825617355600545,-8.798417091369629,607.7500610351562,19992.494140625,B10,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542816_0787486,149.83593966558945,2.12064307612215,-5.4127984046936035,28.3543758392334,19973.92578125,101542816,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B10_0707096,150.41724354083516,2.1417858473688995,-8.597691535949707,605.778076171875,19927.625,B10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0439243,149.7815273828492,2.0808009819677658,-8.596229553222656,585.5359497070312,19851.39453125,A6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0439942,149.82602771992893,2.066134013906289,-8.79948902130127,583.32568359375,19776.458984375,A6,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539939_0360977,150.67382774936476,1.6274964274442825,-5.501605033874512,31.30577850341797,19759.869140625,101539939,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0025581,149.8460790724015,2.168116896267003,-8.4693603515625,557.4404296875,19758.98046875,A1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542818_0926043,150.19436537152072,2.0423439141557047,-5.573840141296387,30.079465866088867,19656.91796875,101542818,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B9_1221231,150.34769517687909,2.3218644198274223,-8.516068458557129,573.1493530273438,19618.130859375,B9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A2_0144280,150.00646331823665,2.110516477280113,-8.699716567993164,575.9939575195312,19509.88671875,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1092173,150.00937891091738,2.4357336016873954,-8.03407096862793,574.5695190429688,19508.61328125,B7,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A3_0209123,150.10185673651057,2.0186492729443293,-8.35417652130127,566.38134765625,19506.9453125,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1119468,150.19377749268745,2.2364485654368265,-8.511491775512695,562.5779418945312,19487.7421875,B8,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101541376_0487549,149.76980497697036,1.6088189796955132,-5.33936882019043,22.340557098388672,19426.927734375,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1150969,149.9783980781606,2.2585226053146,-5.231804847717285,21.94774627685547,19350.720703125,101544256,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A1_0003988,149.86274624031876,2.095157212930282,-8.587325096130371,542.2633056640625,19221.013671875,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1140702,150.18745416877942,2.31393924553025,-8.595638275146484,550.479248046875,19068.642578125,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B3_0862305,150.32440438030625,2.5323324472360396,-8.64104175567627,562.2135009765625,19037.60546875,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A5_0348573,150.32445172905312,1.9337000109816778,-8.597200393676758,572.478515625,18991.685546875,A5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0403085,149.73349498995012,1.960983636960408,-8.634442329406738,558.4695434570312,18933.76171875,A6,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547137_1995020,150.49185640652772,2.635447381148464,-5.6268720626831055,35.1291389465332,18749.32421875,101547137,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B1_0660090,149.9888341122899,2.531909835233566,-8.40108871459961,555.0558471679688,18570.0546875,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1056436,150.09167753266863,2.273000825313265,-8.559608459472656,541.95654296875,18401.291015625,B7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A2_0126345,149.90530243443666,2.0790571028371603,-8.640936851501465,540.3846435546875,18303.740234375,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A4_0289217,150.22847737323423,1.97070980779771,-7.914636611938477,539.7337646484375,18280.80859375,A4,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A4_0306994,150.21777117625786,2.0554718969091432,-8.51014232635498,539.3515625,18267.86328125,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101541379_0554696,150.6706928472942,1.6228620504975049,-5.3301286697387695,27.081966400146484,18171.595703125,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0771251,150.12397009961384,2.4881785460716244,-8.685148239135742,540.9376831054688,18135.07421875,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0625131,150.24594254182753,1.9191623335657777,-8.306473731994629,530.39599609375,17955.94140625,A9,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541379_0555462,150.65938930888674,1.6296030412713887,-5.307939529418945,26.61100196838379,17855.583984375,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0058040,149.92761336036554,2.250274691835516,-8.532429695129395,502.44403076171875,17809.583984375,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A2_0136822,149.89747589116334,2.126049397703408,-8.437183380126953,522.5200805664062,17698.63671875,A2,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B5_0947027,150.47861238851672,2.345993426283843,-8.039528846740723,542.9807739257812,17683.384765625,B5,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101542818_0943017,150.3468451857664,2.138492227734317,-5.416586875915527,27.00016975402832,17644.599609375,101542818,False,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101545697_1565045,150.08350093327334,2.62351952210918,-5.214214324951172,25.1164608001709,17511.919921875,101545697,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101547135_1791559,150.0343171719062,2.615147856556331,-5.48276948928833,30.10213279724121,17285.7109375,101547135,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A4_0307063,150.29017000974835,2.029636685694691,-8.631750106811523,509.8832702636719,17269.771484375,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542816_0788876,149.78011904142272,2.1329477075449086,-5.293733596801758,24.460071563720703,17230.626953125,101542816,True,True,True,True,False,False,True,True,True,False
