found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,veto_gaia,veto_peak,veto_local,veto_any,sharpness
HST F814W,F814W_065_5664608,150.14878409761792,2.194356135726162,-2.07000994682312,0.4842222332954407,131.8238983154297,065,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5954283475875854
HST F814W,F814W_065_5635290,150.16964830303993,2.16546345417876,-2.220848560333252,0.4756888449192047,129.5007781982422,065,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4451814591884613
HST F814W,F814W_063_5340644,150.4854290848682,2.245814722611178,-1.7368271350860596,0.33303382992744446,124.48300170898438,063,True,False,True,False,True,True,True,True,True,False,False,False,False,0.42998960614204407
HST F814W,F814W_067_6064075,149.81105028452188,2.1313378944156507,-1.832374930381775,0.34390342235565186,123.11298370361328,067,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4606535732746124
HST F814W,F814W_078_7300946,150.0325662047728,2.293590641946273,-1.9924871921539307,0.33701249957084656,119.86669921875,078,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4138180911540985
HST F814W,F814W_054_4368232,149.90352909614836,2.0237988260273885,-1.9191116094589233,0.31952518224716187,119.35345458984375,054,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4560224115848541
HST F814W,F814W_079_7545239,149.89033915568066,2.4249579497093183,-1.7986361980438232,0.32311031222343445,117.63339233398438,079,True,False,True,False,True,True,True,True,True,False,False,False,False,0.505227267742157
HST F814W,F814W_090_8712107,150.04459197386524,2.616344794240298,-1.8883476257324219,0.3229045569896698,117.17340087890625,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.46595442295074463
HST F814W,F814W_053_4283099,150.17114829615036,2.090999672530743,-1.8880481719970703,0.3242080509662628,112.39137268066406,053,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5257848501205444
HST F814W,F814W_055_4620645,149.80821046486074,2.1238856127902097,-1.807751178741455,0.3065856695175171,111.68436431884766,055,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4451085925102234
HST F814W,F814W_053_4280882,150.09058051834776,2.084995323574824,-1.7240633964538574,0.3184620141983032,110.39942169189453,053,True,False,True,False,True,True,True,True,True,False,False,False,False,0.44586071372032166
HST F814W,F814W_055_4465097,149.82201300826245,2.04048503758711,-1.7551934719085693,0.292343407869339,106.49613189697266,055,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4003823697566986
HST F814W,F814W_102_10338740,149.97986043829223,2.653857951011234,-0.8140509128570557,0.30227237939834595,106.25711059570312,102,True,False,True,False,True,True,True,True,True,False,False,False,False,0.7121149301528931
HST F814W,F814W_078_7395100,149.91020347732083,2.3465104147846656,-1.8198816776275635,0.28640052676200867,101.86531829833984,078,True,False,True,False,True,True,True,True,True,False,False,False,False,0.48754948377609253
HST F814W,F814W_041_2616554,150.1029374494031,1.923726692516196,-1.6656030416488647,0.2654991149902344,99.69267272949219,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5179838538169861
HST F814W,F814W_067_6136730,149.8170718032595,2.2360324514111345,-1.2258275747299194,0.27518877387046814,98.51403045654297,067,True,False,True,False,True,True,True,True,True,False,False,False,False,0.46089377999305725
HST F814W,F814W_075_7017417,150.42473621876988,2.3787041533386972,-1.9450091123580933,0.2644507586956024,98.38867950439453,075,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5520009994506836
