id,primary_id,telescope,hst_tile,jwst_tile,euclid_tile,host_ra,host_dec,sn_ra,sn_dec,sn_host_sep_arcsec,host_z,best_band,best_snr,combined_sigma,max_snr_detect,n_3sig_detect,quality_flag,mag_F814W,mag_VIS,mag_Y,mag_J,mag_H,mag_F115W,mag_F150W,mag_F277W,mag_F444W,snr_F814W,snr_VIS,snr_Y,snr_J,snr_H,snr_F115W,snr_F150W,snr_F277W,snr_F444W,cnn_conf_hst,cnn_conf_jwst,cnn_conf_vis,cnn_conf_nisp,composite_confidence
cand_04628,HSTID_159,JWST,075,B5,101545699,150.4910410,2.4058240,150.4910410,2.4058240,0.000,-1,F277W,11.77,0.223,11.77,1,cnn_candidate,24.70,23.96,16.70,16.41,16.39,27.08,27.01,25.43,25.64,39.68,13.33,30.56,26.78,23.29,3.97,3.98,11.77,9.42,0.0001,0.9985,0.0399,0.7770,0.2227
cand_04629,349355,JWST,028,A10,101541378,150.2468160,1.7615860,150.2468160,1.7615860,0.000,-1,F277W,26.62,0.223,26.62,1,cnn_candidate,27.23,-1,-1,-1,-1,28.67,29.10,26.90,28.07,8.94,0.00,0.00,0.00,0.00,2.82,2.18,26.62,7.75,0.6325,0.6056,0.0000,0.0001,0.2226
cand_04630,EuclidID_1497621515017803008,EUCLID-NISP,031,,101541376,149.7622450,1.7803320,149.7622450,1.7803320,0.000,-1,J,946.08,0.223,946.08,1,cnn_candidate,20.37,22.95,14.18,13.75,13.74,-1,-1,-1,-1,1383.03,1.04,934.99,946.08,934.66,0.00,0.00,0.00,0.00,0.0000,nan,0.7774,0.9998,0.2226
cand_04631,476310,JWST,076,B3,101545698,150.2923745,2.4583700,150.2923745,2.4583700,0.000,-1,F444W,149.83,0.222,149.83,1,cnn_candidate,26.10,24.78,17.46,16.86,16.72,26.10,25.81,24.13,23.65,28.24,49.99,3.53,3.25,2.61,14.84,15.14,92.55,149.83,0.0019,0.8745,0.0410,0.7456,0.2224
cand_04632,HSTID_222,EUCLID-NISP,026,,101541380,150.7025210,1.7488470,150.7025210,1.7488470,0.000,-1,H,415.82,0.221,415.82,1,cnn_candidate,22.64,22.59,14.98,14.32,14.06,-1,-1,-1,-1,156.44,31.15,372.39,370.94,415.82,0.00,0.00,0.00,0.00,0.0000,nan,0.7691,0.9583,0.2213
cand_04633,EuclidID_1494885168015960320,EUCLID-VIS,021,,101539935,149.4885168,1.5960303,149.4885168,1.5960303,0.000,-1,VIS,11.83,0.220,11.83,1,cnn_candidate,-1,23.30,15.37,14.89,14.80,-1,-1,-1,-1,0.00,11.83,55.21,57.52,64.48,0.00,0.00,0.00,0.00,0.0000,nan,0.8910,0.7532,0.2199
cand_04634,628953,EUCLID-NISP,078,B7,101544257,150.0499240,2.2938280,150.0499240,2.2938280,0.000,-1,H,7.56,0.220,7.56,1,cnn_candidate,24.13,24.35,16.21,15.60,15.28,26.04,25.70,22.58,22.66,170.52,25.99,6.18,6.36,7.56,1.51,1.42,81.42,112.16,0.0002,0.0000,0.7803,0.9993,0.2196
cand_04635,EuclidID_1499740932024967680,JWST,090,B1,101545696,149.9740933,2.4967632,149.9740933,2.4967632,0.000,-1,F444W,7.84,0.220,7.84,1,cnn_candidate,26.54,25.18,16.84,16.38,16.15,28.83,-1,25.69,24.79,6.87,8.16,38.33,46.84,60.55,2.06,-0.22,4.63,7.84,0.0082,0.6246,0.0036,0.6485,0.2195
cand_04636,EuclidID_1503264343026415360,EUCLID-VIS,100,,101547137,150.3264344,2.6415236,150.3264344,2.6415236,0.000,-1,VIS,19.14,0.219,19.14,1,cnn_candidate,23.93,23.13,15.01,14.64,14.58,-1,-1,-1,-1,50.15,19.14,82.81,89.92,99.42,0.00,0.00,0.00,0.00,0.0003,nan,0.9227,0.7623,0.2194
cand_04637,EuclidID_1503264349026415104,EUCLID-VIS,100,,101547137,150.3264349,2.6415218,150.3264349,2.6415218,0.000,-1,VIS,19.25,0.219,19.25,1,cnn_candidate,23.93,23.13,15.01,14.64,14.57,-1,-1,-1,-1,47.20,19.25,82.46,89.96,99.12,0.00,0.00,0.00,0.00,0.0003,nan,0.9227,0.7623,0.2194
cand_04638,EuclidID_1496992328022669568,HST,068,,101544255,149.6992329,2.2669576,149.6992329,2.2669576,0.000,-1,F814W,7.41,0.219,7.41,1,cnn_candidate,26.26,24.77,16.54,16.05,15.63,-1,-1,-1,-1,7.41,7.16,30.86,32.16,37.46,0.00,0.00,0.00,0.00,0.9914,nan,0.0035,0.7790,0.2191
cand_04639,EuclidID_1498327752020243712,JWST,055,A6,101542816,149.8327753,2.0243714,149.8327753,2.0243714,0.000,-1,F277W,5.04,0.219,5.04,1,cnn_candidate,-1,29.30,17.56,16.81,16.26,30.08,29.86,25.66,24.84,-0.02,0.81,50.73,57.91,77.14,1.01,0.74,5.04,4.85,0.0716,0.5472,0.0000,0.6001,0.2188
cand_04640,HSTID_71,EUCLID-VIS,026,,101541379,150.6357270,1.6523170,150.6357270,1.6523170,0.000,-1,VIS,4.48,0.219,4.48,1,cnn_candidate,21.53,23.60,14.92,14.47,14.63,-1,-1,-1,-1,1407.12,4.48,46.63,35.58,21.70,0.00,0.00,0.00,0.00,0.0000,nan,0.9951,0.7804,0.2185
cand_04641,EuclidID_1504139282012999936,EUCLID-VIS,,,101538499,150.4139283,1.2999852,150.4139283,1.2999852,0.000,-1,VIS,10.76,0.218,10.76,1,cnn_candidate,-1,23.62,15.77,15.29,15.16,-1,-1,-1,-1,0.00,10.76,41.82,43.50,49.66,0.00,0.00,0.00,0.00,nan,nan,0.9352,0.7667,0.2182
cand_04642,118179,EUCLID-VIS,053,A4,101542817,150.1461340,2.0024720,150.1461340,2.0024720,0.000,-1,VIS,0.75,0.218,0.75,1,cnn_candidate,21.13,23.92,15.02,14.64,14.73,28.85,30.32,27.27,26.38,1318.60,0.75,603.74,683.12,568.84,1.23,0.23,0.07,0.46,0.0000,0.0000,0.9920,0.7800,0.2182
cand_04643,EuclidID_1502623525018451456,JWST,040,A10,101541378,150.2623525,1.8451376,150.2623525,1.8451376,0.000,-1,F444W,69.51,0.218,69.51,1,cnn_candidate,24.41,23.91,15.53,15.01,14.84,25.47,25.29,23.73,24.23,65.42,25.21,62.97,66.21,73.80,13.81,13.51,64.27,69.51,0.0008,0.6506,0.3791,0.6649,0.2180
cand_04644,372026,EUCLID-NISP,040,A10,101542818,150.2731080,1.9357380,150.2731080,1.9357380,0.000,-1,Y,1547.12,0.217,1547.12,1,cnn_candidate,21.23,23.84,14.09,13.73,13.80,27.73,-1,25.96,24.57,1320.70,1.82,1547.12,1417.89,1186.99,0.99,-0.43,0.11,0.81,0.0000,0.0000,0.7826,0.9993,0.2173
cand_04645,HSTID_335,EUCLID-VIS,031,,101541376,149.7994580,1.7733750,149.7994580,1.7733750,0.000,-1,VIS,16.01,0.217,16.01,1,cnn_candidate,23.31,22.56,15.36,14.94,14.90,-1,-1,-1,-1,34.56,16.01,166.84,187.62,198.55,0.00,0.00,0.00,0.00,0.0000,nan,0.8840,0.7548,0.2168
cand_04646,202760,JWST,056,A6,101542816,149.7170219,2.0480923,149.7170219,2.0480923,0.000,-1,F444W,17.18,0.217,17.18,1,cnn_candidate,27.18,26.06,17.82,17.46,17.36,27.42,27.30,25.81,25.54,5.30,2.33,59.68,74.21,86.83,13.15,16.02,11.73,17.18,0.4901,0.4247,0.0007,0.0057,0.2165
cand_04647,HSTID_469,EUCLID-NISP,043,,101541376,149.7459590,1.8337640,149.7459590,1.8337640,0.000,-1,H,4.54,0.216,4.54,1,cnn_candidate,28.14,28.94,18.08,17.32,17.01,-1,-1,-1,-1,5.07,0.16,1.32,2.50,4.54,0.00,0.00,0.00,0.00,0.0000,nan,0.7835,1.0000,0.2165
cand_04648,EuclidID_1501547404021273344,JWST,065,A3,101544257,150.1547405,2.1273441,150.1547405,2.1273441,0.000,-1,F444W,14.56,0.215,14.56,1,cnn_candidate,25.36,24.00,16.60,16.33,16.21,30.69,31.14,24.83,24.92,17.01,10.21,34.25,33.87,38.32,0.39,0.25,12.36,14.56,0.0204,0.9961,0.0647,0.7839,0.2152
cand_04649,EuclidID_1504781793022765056,JWST,063,B10,101544259,150.4781793,2.2765128,150.4781793,2.2765128,0.000,-1,F444W,3.43,0.215,3.43,1,cnn_candidate,26.12,25.51,17.12,16.51,16.22,28.99,28.33,25.71,24.79,22.33,10.74,64.85,72.66,87.68,1.76,3.26,1.83,3.43,0.0230,0.4328,0.0000,0.5034,0.2149
cand_04650,EuclidID_1503305175027665920,EUCLID-VIS,100,,101547137,150.3305175,2.7665808,150.3305175,2.7665808,0.000,-1,VIS,5.66,0.214,5.66,1,cnn_candidate,25.16,23.63,15.19,14.86,14.78,-1,-1,-1,-1,8.58,5.66,48.87,54.52,67.67,0.00,0.00,0.00,0.00,0.0051,nan,0.9838,0.7823,0.2142
cand_04651,EuclidID_1503305191027665920,EUCLID-VIS,100,,101547137,150.3305192,2.7665806,150.3305192,2.7665806,0.000,-1,VIS,5.63,0.214,5.63,1,cnn_candidate,25.10,23.63,15.20,14.86,14.77,-1,-1,-1,-1,9.10,5.63,49.20,54.98,67.92,0.00,0.00,0.00,0.00,0.0060,nan,0.9838,0.7823,0.2142
cand_04652,HSTID_532,HST,032,,101541375,149.5764100,1.6728990,149.5764100,1.6728990,0.000,-1,F814W,10.85,0.213,10.85,1,cnn_candidate,27.14,-1,21.49,20.91,19.98,-1,-1,-1,-1,10.85,-1.95,0.12,0.13,0.27,0.00,0.00,0.00,0.00,0.8045,nan,0.7347,0.2866,0.2134
cand_04653,HSTID_194,EUCLID-NISP,020,,101539935,149.5741680,1.5787350,149.5741680,1.5787350,0.000,-1,Y,2.31,0.213,2.31,1,cnn_candidate,25.00,24.47,18.09,17.58,17.30,-1,-1,-1,-1,80.27,28.18,2.31,1.89,1.81,0.00,0.00,0.00,0.00,0.0963,nan,0.7867,0.9999,0.2133
cand_04654,EuclidID_1501351023020445440,JWST,053,A3,101542817,150.1351023,2.0445507,150.1351023,2.0445507,0.000,-1,F444W,48.76,0.213,48.76,1,cnn_candidate,25.04,24.19,16.07,15.65,15.52,27.44,27.08,25.06,25.30,41.63,21.96,88.06,92.59,97.15,2.70,3.20,33.08,48.76,0.0105,0.9894,0.0240,0.7844,0.2133
cand_04655,EuclidID_1501351025020445440,JWST,053,A3,101542817,150.1351025,2.0445538,150.1351025,2.0445538,0.000,-1,F444W,46.71,0.213,46.71,1,cnn_candidate,25.13,24.26,16.07,15.64,15.52,27.91,27.47,25.05,25.31,38.11,20.42,87.80,93.30,97.38,1.88,2.34,31.41,46.71,0.0121,0.9894,0.0240,0.7844,0.2133
cand_04656,129762,EUCLID-VIS,053,A4,101542818,150.2178100,2.0555590,150.2178100,2.0555590,0.000,-1,VIS,1.10,0.213,1.10,1,cnn_candidate,20.39,23.44,13.88,13.53,13.61,-1,27.75,25.53,24.78,1444.77,1.10,1023.68,1362.82,1394.75,-0.98,0.69,0.20,0.70,0.0000,0.0000,0.9980,0.7864,0.2132
cand_04657,HSTID_18,EUCLID-VIS,031,,101541376,149.7454810,1.7768640,149.7454810,1.7768640,0.000,-1,VIS,3.55,0.213,3.55,1,cnn_candidate,23.92,24.09,15.42,14.66,14.32,-1,-1,-1,-1,19.41,3.55,299.27,380.77,467.79,0.00,0.00,0.00,0.00,0.0001,nan,0.9476,0.7753,0.2129
cand_04658,EuclidID_1507297545019115008,EUCLID-VIS,037,,101542820,150.7297940,1.9115660,150.7297940,1.9115660,0.000,-1,VIS,2.91,0.213,2.91,1,cnn_candidate,21.43,23.13,15.39,14.99,15.06,-1,-1,-1,-1,1078.68,2.91,1032.62,1335.79,1160.58,0.00,0.00,0.00,0.00,0.0000,nan,0.9897,0.7850,0.2128
cand_04659,HSTID_2066,EUCLID-NISP,051,A5,101542819,150.4575670,2.0451480,150.4575670,2.0451480,0.000,-1,Y,1.88,0.213,1.88,1,cnn_candidate,25.41,25.70,18.49,18.12,17.97,-1,-1,-1,-1,80.01,6.73,1.88,1.61,1.48,0.00,0.00,0.00,0.00,0.1237,0.0000,0.7871,0.9985,0.2126
cand_04660,EuclidID_1505656018025368320,EUCLID-VIS,086,,101545699,150.5656370,2.5368080,150.5656370,2.5368080,0.000,-1,VIS,19.97,0.213,19.97,1,cnn_candidate,22.78,23.04,15.15,14.61,14.44,-1,-1,-1,-1,143.86,19.97,313.79,336.14,381.41,0.00,0.00,0.00,0.00,0.0000,nan,0.9481,0.7758,0.2126
cand_04661,EuclidID_1502137832021049344,JWST,053,A4,101542818,150.2137832,2.1049448,150.2137832,2.1049448,0.000,-1,F444W,4.25,0.212,4.25,1,cnn_candidate,25.82,24.46,15.76,15.10,14.87,-1,-1,24.36,23.88,11.30,7.15,178.30,195.21,229.25,-0.60,-0.76,2.43,4.25,0.0000,0.7446,0.0291,0.7151,0.2121
cand_04662,EuclidID_1502137824021049344,JWST,053,A4,101542818,150.2137825,2.1049417,150.2137825,2.1049417,0.000,-1,F444W,3.91,0.212,3.91,1,cnn_candidate,25.84,24.51,15.75,15.11,14.87,-1,-1,24.43,23.93,11.39,7.18,176.94,187.53,223.69,-0.47,-0.61,2.24,3.91,0.0000,0.7446,0.0291,0.7151,0.2121
cand_04663,564590,EUCLID-VIS,087,B5,101545699,150.4914746,2.4628153,150.4914746,2.4628153,0.000,-1,VIS,12.32,0.211,12.32,1,cnn_candidate,24.59,23.09,15.63,15.28,15.18,25.81,25.56,23.80,23.91,11.28,12.32,80.00,86.60,103.63,5.31,5.64,22.86,31.02,0.0050,0.0071,0.8534,0.7530,0.2108
cand_04664,470287,JWST,089,B3,101545697,150.1646560,2.4617060,150.1646560,2.4617060,0.000,-1,F150W,41.52,0.210,41.52,1,cnn_candidate,25.41,25.00,18.21,18.12,17.96,27.39,26.89,26.41,26.53,52.53,9.83,26.71,28.71,33.90,11.01,41.52,23.86,21.53,0.6417,0.5865,0.0000,0.0006,0.2101
cand_04665,720103,JWST,064,B9,101544258,150.3242954,2.2269339,150.3242954,2.2269339,0.000,-1,F277W,8.27,0.210,8.27,1,cnn_candidate,26.80,25.99,17.92,17.24,17.05,27.64,27.27,25.90,25.72,17.73,3.61,73.01,79.20,84.85,6.97,6.76,8.27,4.03,0.0187,0.8595,0.0001,0.7558,0.2099
cand_04666,489159,HST,088,B3,101545698,150.2935625,2.5451113,150.2935625,2.5451113,0.000,-1,F814W,16.15,0.210,16.15,1,cnn_candidate,26.73,25.86,17.25,16.51,16.19,27.22,26.39,23.25,22.76,16.15,13.99,4.43,5.97,7.77,7.01,11.39,70.20,108.11,0.8526,0.0006,0.1102,0.7542,0.2096
cand_04667,EuclidID_1501203641026301440,HST,101,,101547136,150.1203642,2.6301560,150.1203642,2.6301560,0.000,-1,F814W,10.93,0.209,10.93,1,cnn_candidate,26.18,23.91,16.75,16.38,16.27,-1,-1,-1,-1,10.93,19.47,117.24,111.48,126.03,0.00,0.00,0.00,0.00,0.8246,nan,0.0004,0.7462,0.2093
cand_04668,EuclidID_1500153015022486528,EUCLID-VIS,066,B7,101544257,150.0153015,2.2486505,150.0153015,2.2486505,0.000,-1,VIS,15.62,0.209,15.62,1,cnn_candidate,23.60,23.11,14.82,14.45,14.30,25.17,24.85,23.51,23.65,71.76,15.62,86.78,95.90,105.86,5.40,5.97,54.17,67.23,0.0000,0.1101,0.8689,0.7594,0.2091
cand_04669,EuclidID_1497086633017717504,EUCLID-VIS,032,,101541376,149.7086634,1.7717554,149.7086634,1.7717554,0.000,-1,VIS,10.92,0.209,10.92,1,cnn_candidate,25.72,22.72,14.97,14.55,14.51,-1,-1,-1,-1,3.15,10.92,52.41,53.68,57.36,0.00,0.00,0.00,0.00,0.0503,nan,0.9534,0.7807,0.2091
cand_04670,773134,EUCLID-VIS,063,B10,101544258,150.4594248,2.2742639,150.4594248,2.2742639,0.000,-1,VIS,34.86,0.208,34.86,1,cnn_candidate,24.42,23.84,15.96,15.55,15.34,25.43,25.15,22.89,23.07,53.97,34.86,6.71,7.30,8.71,21.77,23.97,80.57,122.33,0.0001,0.0000,0.9759,0.7872,0.2077
cand_04671,EuclidID_1503726848023285248,JWST,076,B4,101544258,150.3726848,2.3285344,150.3726848,2.3285344,0.000,-1,F444W,45.82,0.207,45.82,1,cnn_candidate,25.31,24.15,16.41,15.98,15.89,27.68,27.39,24.91,25.20,27.61,20.68,109.25,112.57,116.29,3.72,4.28,36.04,45.82,0.0043,0.4413,0.0006,0.5312,0.2069
cand_04672,EuclidID_1503143483029846784,EUCLID-VIS,,,101548576,150.3143484,2.9846680,150.3143484,2.9846680,0.000,-1,VIS,20.51,0.207,20.51,1,cnn_candidate,-1,22.96,14.96,14.44,14.29,-1,-1,-1,-1,0.00,20.51,73.86,81.90,92.76,0.00,0.00,0.00,0.00,nan,nan,0.9356,0.7792,0.2065
cand_04673,EuclidID_1492537000017381888,EUCLID-VIS,,,101541374,149.2537000,1.7381929,149.2537000,1.7381929,0.000,-1,VIS,8.71,0.206,8.71,1,cnn_candidate,-1,23.68,15.51,14.87,14.65,-1,-1,-1,-1,0.00,8.71,49.48,57.29,68.96,0.00,0.00,0.00,0.00,nan,nan,0.8622,0.7606,0.2064
cand_04674,EuclidID_1506019959017263360,EUCLID-VIS,026,,101541379,150.6020480,1.7263850,150.6020480,1.7263850,0.000,-1,VIS,6.38,0.206,6.38,1,cnn_candidate,21.91,23.15,15.65,15.27,15.39,-1,-1,-1,-1,992.20,6.38,968.66,1215.03,1024.52,0.00,0.00,0.00,0.00,0.0000,nan,0.9925,0.7925,0.2060
cand_04675,EuclidID_1505569659012734464,EUCLID-NISP,,,101538499,150.5569659,1.2734502,150.5569659,1.2734502,0.000,-1,H,78.89,0.205,78.89,1,cnn_candidate,-1,24.13,15.94,15.28,15.07,-1,-1,-1,-1,0.00,29.90,59.76,66.02,78.89,0.00,0.00,0.00,0.00,nan,nan,0.7843,0.9503,0.2049
cand_04676,EuclidID_1497777985017666048,EUCLID-VIS,031,,101541376,149.7777985,1.7666033,149.7777985,1.7666033,0.000,-1,VIS,11.21,0.204,11.21,1,cnn_candidate,24.96,23.46,15.76,15.34,15.32,-1,-1,-1,-1,11.88,11.21,81.38,80.47,82.99,0.00,0.00,0.00,0.00,0.0001,nan,0.9417,0.7831,0.2043
cand_04677,446487,EUCLID-NISP,089,B2,101545697,150.1373475,2.5819326,150.1373475,2.5819326,0.000,-1,H,38.07,0.204,38.07,1,cnn_candidate,25.26,25.09,16.77,16.15,15.68,25.49,25.41,24.21,24.49,44.19,2.65,21.79,26.30,38.07,89.08,69.55,32.89,11.87,0.3810,0.3600,0.7959,0.9996,0.2040
cand_04678,EuclidID_1507730023023369728,EUCLID-VIS,073,,101544260,150.7730024,2.3369842,150.7730024,2.3369842,0.000,-1,VIS,10.46,0.203,10.46,1,cnn_candidate,-1,23.19,15.39,15.00,14.94,-1,-1,-1,-1,0.00,10.46,81.83,87.77,101.29,0.00,0.00,0.00,0.00,0.0000,nan,0.8992,0.7740,0.2033
cand_04679,548102,HST,075,B5,101544259,150.5245611,2.3182215,150.5245611,2.3182215,0.000,-1,F814W,2.19,0.203,2.19,1,cnn_candidate,28.01,26.40,16.76,16.30,16.05,27.06,25.97,23.65,23.14,2.19,1.16,26.33,32.99,42.73,21.67,41.25,73.55,104.00,0.9979,0.1579,0.1041,0.7966,0.2030
cand_04680,403109,EUCLID-VIS,090,B1,101545696,149.9774135,2.6005382,149.9774135,2.6005382,0.000,-1,VIS,14.93,0.203,14.93,1,cnn_candidate,24.60,22.91,15.26,14.81,14.71,25.38,25.05,23.40,23.58,12.13,14.93,90.99,99.11,113.90,8.09,8.65,26.66,34.58,0.0003,0.0001,0.9259,0.7809,0.2029
cand_04681,EuclidID_1502702525019804672,JWST,052,A4,101542818,150.2702525,1.9804560,150.2702525,1.9804560,0.000,-1,F444W,27.60,0.202,27.60,1,cnn_candidate,24.78,23.79,15.54,15.03,14.82,26.13,26.14,23.71,23.39,42.21,23.21,65.42,69.72,77.91,9.22,6.57,26.67,27.60,0.0017,0.9824,0.6699,0.7943,0.2021
cand_04682,EuclidID_1501569702013679360,EUCLID-VIS,,,101538498,150.1569703,1.3679450,150.1569703,1.3679450,0.000,-1,VIS,90.10,0.201,90.10,1,cnn_candidate,-1,23.42,17.17,16.88,16.95,-1,-1,-1,-1,0.00,90.10,5.74,4.42,3.58,0.00,0.00,0.00,0.00,nan,nan,0.8730,0.7692,0.2015
cand_04683,EuclidID_1505949523026131712,EUCLID-VIS,086,,101545699,150.5950040,2.6132110,150.5950040,2.6132110,0.000,-1,VIS,17.83,0.201,17.83,1,cnn_candidate,20.47,21.74,13.68,13.32,13.45,-1,-1,-1,-1,1465.53,17.83,1585.01,1931.52,1691.33,0.00,0.00,0.00,0.00,0.0000,nan,0.9369,0.7852,0.2012
cand_04684,EuclidID_1502623493018451200,JWST,040,A10,101541378,150.2623493,1.8451302,150.2623493,1.8451302,0.000,-1,F444W,68.14,0.201,68.14,1,cnn_candidate,24.33,23.81,15.54,15.02,14.84,25.53,25.32,23.74,24.25,73.00,24.91,62.86,65.92,73.72,12.40,12.90,62.65,68.14,0.0006,0.5986,0.3791,0.6649,0.2006
cand_04685,EuclidID_1508911960022432256,EUCLID-NISP,061,,101544260,150.8911960,2.2432304,150.8911960,2.2432304,0.000,-1,H,20.38,0.200,20.38,1,cnn_candidate,-1,24.54,17.41,16.83,16.51,-1,-1,-1,-1,0.00,12.42,7.15,9.59,20.38,0.00,0.00,0.00,0.00,0.0000,nan,0.7996,1.0000,0.2004
cand_04686,HSTID_500,EUCLID-NISP,040,A10,101541378,150.3537950,1.8565800,150.3537950,1.8565800,0.000,-1,H,0.26,0.199,0.26,1,cnn_candidate,26.94,28.61,19.93,19.73,19.11,-1,-1,34.19,-1,24.67,1.28,0.24,0.17,0.26,-0.51,-0.41,0.04,-3.48,0.0036,0.0001,0.8003,0.9979,0.1992
cand_04687,EuclidID_1495805854029529088,EUCLID-VIS,116,,101548573,149.5805854,2.9529017,149.5805854,2.9529017,0.000,-1,VIS,28.09,0.199,28.09,1,cnn_candidate,-1,22.85,15.38,14.87,14.75,-1,-1,-1,-1,0.00,28.09,86.93,95.12,104.69,0.00,0.00,0.00,0.00,0.0000,nan,0.9077,0.7805,0.1992
cand_04688,EuclidID_1504657293028720640,EUCLID-VIS,111,,101548576,150.4657470,2.8721560,150.4657470,2.8721560,0.000,-1,VIS,3.58,0.199,3.58,1,cnn_candidate,21.19,23.25,14.64,14.27,14.39,-1,-1,-1,-1,1316.10,3.58,1056.81,1078.34,787.35,0.00,0.00,0.00,0.00,0.0000,nan,0.8442,0.7641,0.1992
cand_04689,HSTID_169,EUCLID-NISP,054,A2,101544256,149.8974420,2.1262510,149.8974420,2.1262510,0.000,-1,H,35.50,0.199,35.50,1,cnn_candidate,21.64,28.81,16.06,15.20,14.95,27.73,-1,27.32,-1,1148.02,0.08,14.37,21.39,35.50,7.85,-2.00,2.37,-0.97,0.0000,0.0000,0.8008,1.0000,0.1992
cand_04690,712482,JWST,064,B9,101544258,150.3295575,2.1733495,150.3295575,2.1733495,0.000,-1,F444W,48.55,0.199,48.55,1,cnn_candidate,24.38,23.32,15.59,15.22,15.09,26.00,25.89,24.27,24.51,36.31,28.10,75.58,78.35,83.34,15.38,14.35,36.29,48.55,0.0008,0.5693,0.4043,0.6504,0.1990
cand_04691,HSTID_293,EUCLID-NISP,088,,101545697,150.2340120,2.6063240,150.2340120,2.6063240,0.000,-1,H,167.08,0.199,167.08,1,cnn_candidate,20.70,26.04,15.28,14.86,14.87,-1,-1,-1,-1,1440.41,0.06,162.29,146.34,167.08,0.00,0.00,0.00,0.00,0.0000,nan,0.8012,0.9995,0.1987
cand_04692,670176,HST,065,B8,101544257,150.2012063,2.2286471,150.2012063,2.2286471,0.000,-1,F814W,7.08,0.196,7.08,1,cnn_candidate,27.28,26.45,17.59,17.09,16.61,26.79,26.00,23.82,24.00,7.08,1.74,3.84,4.31,5.85,15.97,20.24,131.22,107.64,0.6955,0.0000,0.6319,0.7177,0.1964
cand_04693,362148,JWST,040,A10,101541378,150.2730665,1.8551470,150.2730665,1.8551470,0.000,-1,F444W,49.21,0.196,49.21,1,cnn_candidate,25.96,25.08,15.63,15.05,14.68,25.48,24.79,22.64,22.75,11.38,3.13,42.02,47.74,68.58,20.20,25.09,42.72,49.21,0.0027,1.0000,0.8039,0.5294,0.1961
cand_04694,EuclidID_1495633765030282496,EUCLID-VIS,,,101548573,149.5633765,3.0282527,149.5633765,3.0282527,0.000,-1,VIS,11.31,0.194,11.31,1,cnn_candidate,-1,24.34,15.92,15.46,15.39,-1,-1,-1,-1,0.00,11.31,41.47,46.18,51.63,0.00,0.00,0.00,0.00,nan,nan,0.8531,0.7723,0.1943
cand_04695,85453,HST,053,A3,101542817,150.0712416,2.0793199,150.0712416,2.0793199,0.000,-1,F814W,1.11,0.194,1.11,1,cnn_candidate,28.60,26.31,16.87,16.21,15.94,20.03,31.24,25.02,24.01,1.11,7.53,280.25,308.41,354.23,3252.64,0.07,1.79,5.93,0.9224,0.0000,0.0000,0.7899,0.1938
cand_04696,HSTID_98,HST,032,,101541375,149.6103450,1.7636110,149.6103450,1.7636110,0.000,-1,F814W,123.40,0.192,123.40,1,cnn_candidate,24.18,25.43,17.46,16.83,16.67,-1,-1,-1,-1,123.40,7.24,2.13,1.95,1.81,0.00,0.00,0.00,0.00,1.0000,nan,0.0204,0.8083,0.1917
cand_04697,EuclidID_1497759921020528128,JWST,055,A6,101542816,149.7759921,2.0528229,149.7759921,2.0528229,0.000,-1,F444W,48.75,0.191,48.75,1,cnn_candidate,24.61,23.49,15.41,14.99,14.85,26.69,26.55,24.31,24.52,29.16,19.58,65.91,70.46,77.68,3.27,3.01,32.53,48.75,0.0013,0.9482,0.7397,0.7981,0.1914
cand_04698,HSTID_255,EUCLID-NISP,087,B5,101545698,150.4882490,2.4672930,150.4882490,2.4672930,0.000,-1,H,20.34,0.191,20.34,1,cnn_candidate,24.46,26.92,16.80,16.16,15.56,30.09,32.92,26.05,26.25,103.16,0.66,10.22,12.03,20.34,1.03,0.05,2.76,1.50,0.0001,0.0000,0.8023,0.9656,0.1909
cand_04699,EuclidID_1506126499016379904,EUCLID-VIS,026,,101541379,150.6126700,1.6380550,150.6126700,1.6380550,0.000,-1,VIS,8.57,0.190,8.57,1,cnn_candidate,20.36,22.31,13.77,13.34,13.44,-1,-1,-1,-1,1633.26,8.57,1934.43,1764.64,2025.74,0.00,0.00,0.00,0.00,0.0000,nan,0.9035,0.7900,0.1898
cand_04700,409646,JWST,090,B1,101545697,150.0389969,2.6257524,150.0389969,2.6257524,0.000,-1,F444W,112.51,0.187,112.51,1,cnn_candidate,27.15,26.39,17.83,17.35,17.16,27.39,27.16,25.44,25.22,17.98,8.73,4.47,3.66,2.77,13.40,14.18,92.22,112.51,0.5421,0.4084,0.0070,0.0204,0.1870
cand_04701,EuclidID_1502931355019433728,JWST,040,A5,101542818,150.2931356,1.9433745,150.2931356,1.9433745,0.000,-1,F444W,42.75,0.187,42.75,1,cnn_candidate,25.91,24.24,15.69,15.04,14.71,28.14,27.43,22.66,21.95,5.66,17.13,248.49,269.81,281.50,0.20,0.24,17.46,42.75,0.0082,0.4261,0.0097,0.5615,0.1868
cand_04702,EuclidID_1499067619022427392,JWST,066,A1,101544256,149.9068050,2.2426440,149.9068050,2.2426440,0.000,-1,F444W,3.87,0.187,3.87,1,cnn_candidate,25.06,24.61,16.67,16.29,16.12,27.70,28.11,25.39,24.96,14.30,5.85,167.23,172.56,210.71,2.10,1.96,1.93,3.87,0.0011,0.9985,0.0010,0.8131,0.1866
